"timestamp","telemetry_uid","session_id","session","event_name","hostsubdomain","source","srclevel","level"
2023-09-05T00:37:59.254Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,changeTab Blocking Reason,vhkdhx1992,changeTab Blocking Reason,3,3
2023-09-05T00:38:04.586Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,closeFilterPanel,vhkdhx1992,changeTab Blocking Reason,3,3
2023-09-05T00:38:08.281Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,board_list_view_tabs_header: All Card Types,vhkdhx1992,closeFilterPanel,3,3
2023-09-05T00:38:57.376Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Linked Cards,vhkdhx1992,board_list_view_tabs_header: All Card Types,3,3
2023-09-05T00:38:57.414Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Linked Cards,vhkdhx1992,Segment tab Linked Cards,3,3
2023-09-05T00:39:57.971Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab ToDos,vhkdhx1992,Segment tab Linked Cards,3,3
2023-09-05T00:39:57.980Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab ToDos,vhkdhx1992,Segment tab ToDos,3,3
2023-09-05T00:40:02.224Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Linked Cards,vhkdhx1992,Segment tab ToDos,3,3
2023-09-05T00:40:02.250Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Linked Cards,vhkdhx1992,Segment tab Linked Cards,3,3
2023-09-05T00:40:50.556Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Comments & Attachments,vhkdhx1992,Segment tab Linked Cards,3,3
2023-09-05T00:40:50.568Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Comments & Attachments,vhkdhx1992,Segment tab Comments & Attachments,3,3
2023-09-05T00:41:10.386Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Activity Log,vhkdhx1992,Segment tab Comments & Attachments,3,3
2023-09-05T00:41:10.396Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Activity Log,vhkdhx1992,Segment tab Activity Log,3,3
2023-09-05T00:41:28.510Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Timeline lane,vhkdhx1992,Segment tab Activity Log,3,3
2023-09-05T00:41:56.627Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Board lane,vhkdhx1992,Timeline lane,3,3
2023-09-05T00:42:00.895Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Product Epics swim board,vhkdhx1992,Board lane,3,3
2023-09-05T00:42:29.620Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Product User Stories swim board,vhkdhx1992,Product Epics swim board,3,3
2023-09-05T00:42:29.944Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Product User Stories swim board,vhkdhx1992,Product User Stories swim board,3,3
2023-09-05T00:42:30.830Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Product User Stories swim board,vhkdhx1992,Product User Stories swim board,3,3
2023-09-05T00:42:31.933Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Product User Stories swim board,vhkdhx1992,Product User Stories swim board,3,3
2023-09-05T00:42:35.757Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,"Risks, Action Items and Issues swim board",vhkdhx1992,Product User Stories swim board,3,3
2023-09-05T00:42:40.516Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Project Details,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:42:56.568Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Activity Log,vhkdhx1992,menu:Project Details,2,3
2023-09-05T00:42:56.576Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Segment tab Activity Log,vhkdhx1992,Segment tab Activity Log,3,3
2023-09-05T00:43:10.798Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Team Members,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:43:34.456Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Team toolbar-item: filterViews,vhkdhx1992,menu:Team Members,2,3
2023-09-05T00:43:42.412Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Teams,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:44:02.010Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Releases,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:44:29.383Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Sprints,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:44:35.798Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Execution Board,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:44:42.539Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Themes,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:45:02.273Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,ATHEME List Toolbar Add Btn,vhkdhx1992,menu:Themes,2,3
2023-09-05T00:45:02.284Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,ATHEME toolbar-item: Add,vhkdhx1992,ATHEME List Toolbar Add Btn,3,3
2023-09-05T00:45:26.555Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Risks,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:45:45.800Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Action Items,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:46:11.461Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Issues,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:46:22.402Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Training,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:46:34.928Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Analytics,vhkdhx1992,Login,0,1
2023-09-05T00:47:39.023Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Dashboard Add Btn,vhkdhx1992,menu:Analytics,1,3
2023-09-05T00:48:23.831Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Form Configuration,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:48:51.594Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,sections,vhkdhx1992,menu:Form Configuration,2,3
2023-09-05T00:48:55.559Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,sections,vhkdhx1992,sections,3,3
2023-09-05T00:49:16.647Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Master Lists,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:49:27.257Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Access Configuration,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:49:55.150Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:My Workspace,vhkdhx1992,Login,0,1
2023-09-05T00:50:05.739Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:My Calendar,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:50:22.466Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Time Tracking,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:50:31.025Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Timesheet Approval,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:50:41.630Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Analytics,vhkdhx1992,Login,0,1
2023-09-05T00:50:54.477Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Dashboard Page Navigation Icon,vhkdhx1992,menu:Analytics,1,3
2023-09-05T00:50:54.488Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Dashboard Page Navigation Icon,vhkdhx1992,Dashboard Page Navigation Icon,3,3
2023-09-05T00:51:00.106Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Nimble Café,vhkdhx1992,Login,0,1
2023-09-05T00:51:34.491Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Cafe:TeamSpace,vhkdhx1992,menu:Nimble Café,1,2
2023-09-05T00:51:35.757Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Cafe:ProjectSpace,vhkdhx1992,menu:Nimble Café,1,2
2023-09-05T00:51:39.832Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,Notifications,vhkdhx1992,Login,0,1
2023-09-05T00:51:49.679Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,My Profile,vhkdhx1992,Login,0,1
2023-09-05T00:52:38.049Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Apps,vhkdhx1992,Login,0,1
2023-09-05T00:52:38.148Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Apps,vhkdhx1992,Login,0,1
2023-09-05T00:52:39.670Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Integrations,vhkdhx1992,menu:Recent Projects,1,2
2023-09-05T00:52:39.682Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:Apps,vhkdhx1992,Login,0,1
2023-09-05T00:52:47.456Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,-13a55b80-5b8b66902efa15e0-64938e10,1,menu:My Workspace,vhkdhx1992,Login,0,1
2023-09-05T03:05:43.667Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,30aa0890-49881c60d6ddd303d34500,2,Login,vhkdhx1992,null,null,0
2023-09-05T05:51:50.328Z,-1dcb39c0-65719f00-d5dde50-44e8a9a0,6f3e530-272838c0-50057900-43a88250,3,Login,vhkdhx1992,null,null,0
2023-08-28T11:13:52.522Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Login,mk01,null,null,0
2023-08-28T11:15:08.517Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Administration,mk01,menu:Recent Projects,1,2
2023-08-28T11:15:08.519Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Apps,mk01,Login,0,1
2023-08-28T11:15:13.758Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Btn More,mk01,menu:Apps,1,3
2023-08-28T11:15:15.698Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Overflow menu option: Import,mk01,User List Toolbar Btn More,3,3
2023-08-28T11:16:43.202Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User toolbar-item: Invite_user,mk01,User List Overflow menu option: Import,3,3
2023-08-28T11:16:43.203Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Invite_user Btn,mk01,User toolbar-item: Invite_user,3,3
2023-08-28T11:16:53.221Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Recent Projects,mk01,Login,0,1
2023-08-28T11:16:54.084Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Test,mk01,Login,0,1
2023-08-28T11:16:54.177Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Apps,mk01,Login,0,1
2023-08-28T11:16:54.178Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Recent Projects,mk01,Login,0,1
2023-08-28T11:16:57.463Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Team Members,mk01,menu:Recent Projects,1,2
2023-08-28T11:17:02.764Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Team List Toolbar KEY_BUTTON_Invite_User Btn,mk01,menu:Team Members,2,3
2023-08-28T11:17:02.764Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Team toolbar-item: KEY_BUTTON_Invite_User,mk01,Team List Toolbar KEY_BUTTON_Invite_User Btn,3,3
2023-08-28T11:21:09.637Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Team List Toolbar Btn More,mk01,Team toolbar-item: KEY_BUTTON_Invite_User,3,3
2023-08-28T11:21:19.093Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Administration,mk01,menu:Recent Projects,1,2
2023-08-28T11:21:19.094Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Apps,mk01,Login,0,1
2023-08-28T11:21:28.776Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Btn More,mk01,menu:Apps,1,3
2023-08-28T11:21:35.718Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Btn More,mk01,User List Toolbar Btn More,3,3
2023-08-28T11:21:54.230Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Btn More,mk01,User List Toolbar Btn More,3,3
2023-08-28T11:21:55.192Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Overflow menu option: Export,mk01,User List Toolbar Btn More,3,3
2023-08-28T11:22:07.360Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Btn More options,mk01,User List Overflow menu option: Export,3,3
2023-08-28T11:22:08.602Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Overflow menu option: Delete,mk01,User List Toolbar Btn More options,3,3
2023-08-28T11:22:18.466Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Recent Projects,mk01,Login,0,1
2023-08-28T11:22:19.208Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Test,mk01,Login,0,1
2023-08-28T11:22:19.239Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Apps,mk01,Login,0,1
2023-08-28T11:22:19.247Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Recent Projects,mk01,Login,0,1
2023-08-28T11:23:15.921Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Apps,mk01,Login,0,1
2023-08-28T11:23:15.922Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Administration,mk01,menu:Recent Projects,1,2
2023-08-28T11:23:19.937Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Toolbar Btn More,mk01,menu:Administration,2,3
2023-08-28T11:23:21.958Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,User List Overflow menu option: Import,mk01,User List Toolbar Btn More,3,3
2023-08-28T11:23:47.181Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Recent Projects,mk01,Login,0,1
2023-08-28T11:23:48.833Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Test,mk01,Login,0,1
2023-08-28T11:23:48.834Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Recent Projects,mk01,Login,0,1
2023-08-28T11:23:48.835Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Apps,mk01,Login,0,1
2023-08-28T11:23:54.035Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,menu:Team Members,mk01,menu:Recent Projects,1,2
2023-08-28T11:23:58.557Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Team List Toolbar KEY_BUTTON_Invite_User Btn,mk01,menu:Team Members,2,3
2023-08-28T11:23:58.557Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Team toolbar-item: KEY_BUTTON_Invite_User,mk01,Team List Toolbar KEY_BUTTON_Invite_User Btn,3,3
2023-08-28T11:30:55.590Z,-213eacb0-48f9d50046185780-3ec3bef0,3d179780-63bb41e0-6c21c7206aac6750,1,Logout,mk01,Team toolbar-item: KEY_BUTTON_Invite_User,3,5
2023-08-01T13:40:45.913Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,Login,feb201,null,null,0
2023-08-01T14:28:31.857Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,Login,0,3
2023-08-01T14:29:21.698Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:33:56.773Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:34:14.839Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:34:16.215Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:34:24.323Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:37:06.408Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:37:33.101Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-08-01T14:38:51.276Z,-3f153201e2c29b0-38a679307b125850,2668809062d307e0-1ed4cba013f59480,1,icon-options,feb201,icon-options,3,3
2023-09-04T06:12:57.507Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,menu:Recent Projects,feb201,Login,0,1
2023-09-04T06:13:10.937Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Segment tab Comments & Attachments,feb201,menu:Recent Projects,1,3
2023-09-04T06:13:10.943Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Segment tab Comments & Attachments,feb201,Segment tab Comments & Attachments,3,3
2023-09-04T06:19:27.781Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Segment tab Comments & Attachments,feb201,Segment tab Comments & Attachments,3,3
2023-09-04T06:19:27.784Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Segment tab Comments & Attachments,feb201,Segment tab Comments & Attachments,3,3
2023-09-04T06:30:54.360Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Scope Execution swim board,feb201,Segment tab Comments & Attachments,3,3
2023-09-04T06:30:54.360Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Scope Execution swim board,feb201,Scope Execution swim board,3,3
2023-09-04T06:30:54.361Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Scope Execution swim board,feb201,Scope Execution swim board,3,3
2023-09-04T06:30:54.361Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Scope Execution swim board,feb201,Scope Execution swim board,3,3
2023-09-04T06:30:57.220Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,icon-options,feb201,Scope Execution swim board,3,3
2023-09-04T06:30:57.220Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,ExecutionBoard: Options,feb201,icon-options,3,3
2023-09-04T06:30:59.142Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Refresh,feb201,ExecutionBoard: Options,3,3
2023-09-04T06:31:06.623Z,-42421cc0173602a0-6377c8f05c4b04a0,-10fd1402ea40cf036e1da60-5488a6c0,3,Scope Execution swim board,feb201,Refresh,3,3
2023-09-04T03:31:38.106Z,-42421cc0173602a0-6377c8f05c4b04a0,-4adb4fe038f2fa40-6c61b2067a23e10,2,Logout,feb201,Scope Execution swim board,3,5
2023-09-04T03:31:49.484Z,-42421cc0173602a0-6377c8f05c4b04a0,-4adb4fe038f2fa40-6c61b2067a23e10,2,Login,feb201,null,null,0
2023-09-04T03:31:49.486Z,-42421cc0173602a0-6377c8f05c4b04a0,-4adb4fe038f2fa40-6c61b2067a23e10,2,Login,feb201,null,null,0
2023-09-04T04:34:07.684Z,-42421cc0173602a0-6377c8f05c4b04a0,-4adb4fe038f2fa40-6c61b2067a23e10,2,Login,feb201,null,null,0
2023-09-04T04:35:22.714Z,-42421cc0173602a0-6377c8f05c4b04a0,-4adb4fe038f2fa40-6c61b2067a23e10,2,menu:Recent Projects,feb201,Login,0,1
